time,latitude,longitude,depth,mag
1953-03-19T08:27:52.000Z,13.809,-61.216,128.8,7.3
1953-04-23T16:24:33.000Z,-4.449,152.868,35,7.4
1953-05-06T17:16:48.000Z,-37.093,-72.866,66,7.5
1953-07-02T06:57:00.000Z,-19.092,169.635,236.2,7.2
1953-11-04T03:49:13.000Z,-13.082,166.464,35,7.1
1953-11-25T17:48:55.000Z,34.006,141.625,25,7.9
1953-12-12T17:31:29.000Z,-3.552,-80.636,25,7.3
1954-02-01T01:06:56.000Z,24.057,143.467,15,7.2
1954-02-11T00:30:20.000Z,38.956,101.217,25,7
1954-03-29T06:17:07.000Z,36.988,-3.612,626.2,7.8
1954-03-31T18:25:50.000Z,12.185,58,15,7.1
1954-04-29T11:34:39.000Z,29.112,-113.024,10,7.2
1954-12-16T11:07:17.000Z,39.346,-117.981,10,7.1
1955-01-05T00:50:21.000Z,-50.075,162.851,15,7
1955-02-27T20:43:27.000Z,-28.336,-175.599,15,7.5
1955-03-18T00:06:52.000Z,54.252,160.884,59.2,7.2
1955-03-22T14:05:09.000Z,-9.101,91.653,20,7
1955-03-31T18:17:13.000Z,7.658,123.157,35,7.4
1955-04-14T01:29:04.000Z,29.957,101.759,10,7.1
1955-04-19T20:24:10.000Z,-30.128,-71.935,15,7
1955-05-17T14:49:55.000Z,6.828,93.869,25.3,7
1955-05-30T12:31:44.000Z,24.319,142.412,558.9,7.2
1955-10-10T08:57:50.000Z,-5.062,152.855,20,7.3
1956-01-10T08:52:43.000Z,-26.43,-175.241,35,7
1956-01-16T23:37:45.000Z,-0.727,-80.213,20,7
1956-02-18T07:34:25.000Z,30.206,138.102,484.1,7.3
1956-05-23T20:48:32.000Z,-15.434,-178.803,419.1,7.6
1956-06-09T23:13:55.000Z,35.155,67.607,25,7.3
1956-07-09T03:11:45.000Z,36.664,25.957,20,7.7
1956-09-29T23:20:55.000Z,35.677,140.259,66.1,7.5
1956-10-24T14:42:18.000Z,11.682,-86.556,35,7.1
1957-03-09T14:22:33.000Z,51.499,-175.626,25,8.6
1957-03-11T09:58:52.000Z,52.691,-169.191,35,7.1
1957-03-11T14:55:24.000Z,51.339,-178.602,25,7
1957-03-12T11:45:00.000Z,51.481,-177.243,20,7.1
1957-03-14T14:47:50.000Z,51.196,-176.733,25,7.1
1957-03-16T02:34:18.000Z,51.419,-178.87,25,7.2
1957-03-22T14:21:15.000Z,53.778,-165.771,46.6,7.1
1957-04-10T11:30:03.000Z,55.869,-153.964,15,7
1957-04-14T19:18:04.000Z,-15.02,-173.381,20,7.1
1957-04-24T19:10:13.000Z,36.493,28.829,35,7.1
1957-04-25T02:25:41.000Z,36.405,28.699,35,7.3
1957-05-26T06:33:37.000Z,40.73,31.09,25,7.1
1957-06-22T23:50:35.000Z,-1.723,136.592,59.1,7.1
1957-06-27T00:09:36.000Z,56.177,116.409,25,7.4
1957-07-28T08:40:12.000Z,17.055,-99.092,37.8,7.6
1957-09-24T08:21:14.000Z,5.327,127.005,35,7.2
1957-09-28T14:20:03.000Z,-20.541,-178.349,586.6,7.4
1957-10-27T22:32:42.000Z,55.75,161.134,147.8,7.6
1957-11-29T22:19:50.000Z,-20.948,-66.713,232.5,7.7
1957-12-04T03:37:53.000Z,45.189,99.368,30,8.1
1957-12-17T13:50:22.000Z,-12.418,166.684,123.6,7.8
1958-01-15T19:14:31.000Z,-16.625,-72.242,64,7
1958-01-19T14:07:28.000Z,1.011,-79.489,27.5,7.6
1958-03-11T00:26:02.000Z,24.945,124.327,35,7.2
1958-04-07T15:30:45.000Z,65.915,-156.343,15,7.1
1958-07-10T06:15:58.000Z,58.23,-136.712,10,7.8
1958-07-26T17:37:14.000Z,-13.428,-69.388,612.4,7.5
1958-11-06T22:58:09.000Z,44.479,148.485,35,8.4
1958-11-12T20:23:33.000Z,44.215,148.754,35,7
1959-01-22T05:10:32.000Z,37.492,142.33,35,7
1959-05-04T07:15:47.000Z,53.257,159.732,55,7.9
1959-06-14T00:12:06.000Z,-20.407,-68.862,109.2,7.1
1959-08-15T08:57:06.000Z,22.078,121.105,25,7.2
1959-08-17T21:04:48.000Z,-7.776,156.328,25,7
1959-08-18T06:37:20.000Z,44.63,-110.891,10,7.2
1959-09-14T14:09:46.000Z,-28.84,-177.209,35,7.3
1959-12-14T23:22:03.000Z,-59.935,-26.266,25,7
1960-01-15T09:30:21.000Z,-15.008,-74.867,65,7.1
1960-03-20T17:07:31.000Z,39.869,143.228,15,8
1960-03-23T00:23:28.000Z,39.635,143.316,15,7
1960-05-21T10:02:57.000Z,-37.824,-73.353,25,8.1
1960-05-22T10:30:44.000Z,-37.775,-73.017,25,7.1
1960-05-22T18:56:02.000Z,-38.061,-73.039,25,8.6
1960-05-22T19:11:20.000Z,-38.143,-73.407,25,9.6
1960-06-06T05:55:48.000Z,-45.785,-72.889,15,7.8
1960-06-20T02:01:14.000Z,-38.154,-72.917,25,7
1960-11-01T08:45:59.000Z,-38.467,-75.031,20,7.4
1960-11-20T22:01:57.000Z,-6.775,-80.918,15,7.6
1960-11-24T06:52:47.000Z,-24.678,-176.248,30,7.2
1960-12-02T09:10:48.000Z,-24.732,-70.297,35,7.3
1961-01-16T07:20:13.000Z,36.121,141.758,30,7.2
1961-01-16T12:12:30.000Z,36.226,141.815,30,7
1961-02-26T18:10:52.000Z,31.739,131.475,35,7.5
1961-03-07T10:10:40.000Z,-28.866,-175.568,30,7
1961-04-13T16:34:44.000Z,39.762,77.712,35,7
1961-07-18T14:03:41.000Z,29.692,131.683,30.6,7
1961-07-23T21:51:09.000Z,-18.307,168.29,25,7.3
1961-08-11T15:51:36.000Z,43.056,145.101,43.9,7.1
1961-08-19T05:09:51.000Z,-10.75,-70.775,612.2,7.6
1961-08-31T01:48:39.000Z,-10.688,-70.925,597.5,7.2
1961-09-01T00:09:39.000Z,-59.274,-26.801,129.2,7.3
1961-09-08T11:26:32.000Z,-56.332,-27.345,100.9,7.1
1962-02-14T06:36:05.000Z,-37.845,-72.885,30,7.1
1962-03-17T20:47:34.000Z,10.767,-43.255,10,7.3
1962-04-12T00:52:44.000Z,38.022,142.789,28,7.3
1962-04-23T05:58:13.000Z,42.506,143.734,60,7.1
1962-05-11T14:11:54.000Z,16.96,-99.741,25,7
1962-05-15T05:23:49.000Z,-7.351,128.218,30.2,7.1
1962-05-21T21:15:37.000Z,-20.088,-177.459,390,7.5
1962-07-26T08:14:46.000Z,7.512,-82.729,25,7.2
1962-09-01T19:20:41.000Z,35.656,49.843,15,7
1962-12-08T21:27:21.000Z,-25.802,-63.21,588.7,7.2
1963-02-13T08:50:04.000Z,24.411,122.094,30,7.2
1963-02-26T20:14:10.000Z,-7.523,146.308,186.6,7.5
1963-03-16T08:44:50.000Z,46.636,154.783,15,7.2
1963-03-26T09:48:17.000Z,-29.992,-177.675,10,7.3
1963-04-16T01:29:23.000Z,-0.975,128.07,30,7.1
1963-04-16T01:55:13.000Z,-1.05,128.043,30,7.1
1963-08-15T17:25:09.000Z,-13.866,-69.414,550,7.7
1963-08-25T12:18:14.000Z,-17.628,-178.684,570,7
1963-09-15T00:46:55.000Z,-10.522,165.642,35,7.4
1963-09-17T19:20:14.000Z,-10.466,165.36,45,7.2
1963-10-12T11:27:00.000Z,44.647,149.225,37.5,7
1963-10-13T05:17:59.000Z,44.872,149.483,35,8.5
1963-10-20T00:53:12.000Z,44.726,150.547,28.2,7.8
1963-11-04T01:17:09.000Z,-6.843,129.684,65,8.1
1963-11-09T21:15:32.000Z,-9.127,-71.483,590.7,7.6
1963-12-15T19:34:47.000Z,-4.813,108.045,661.5,7
1963-12-18T00:30:05.000Z,-24.749,-176.844,55,7.6
1964-03-28T03:36:16.000Z,60.908,-147.339,25,9.3
1964-04-02T01:11:50.000Z,5.57,95.374,60,7
1964-05-07T07:58:15.000Z,40.328,138.969,20,7
1964-05-26T10:59:16.000Z,-56.323,-27.655,125,7.8
1964-06-16T04:01:43.000Z,38.399,139.29,15,7.6
1964-07-06T07:22:13.000Z,18.136,-100.605,93.3,7.3
1964-08-13T00:31:15.000Z,-5.557,154.249,388.3,7
1964-09-12T22:07:03.000Z,-48.969,164.285,20,7.6
1965-01-24T00:11:17.000Z,-2.608,125.952,20,8.2
1965-02-04T05:01:22.000Z,51.251,178.715,30.3,8.7
1965-02-04T08:40:44.000Z,51.443,179.605,30,7.3
1965-02-23T22:11:47.000Z,-25.633,-70.679,35,7
1965-03-14T15:53:07.000Z,36.405,70.724,207.8,7.4
1965-03-28T16:33:16.000Z,-32.522,-71.233,70,7.4
1965-03-30T02:27:06.000Z,50.282,177.959,20,7.6
1965-05-20T00:40:27.000Z,-14.921,167.34,120,7.7
1965-06-11T03:33:47.000Z,44.608,149.022,40.7,7
1965-06-11T03:34:04.000Z,44.578,148.699,58,7.2
1965-07-02T20:58:40.000Z,52.99,-167.739,45,7.8
1965-08-02T13:19:57.000Z,-56.046,157.922,10,7.3
1965-08-11T03:40:58.000Z,-15.449,166.98,25,7.2
1965-08-11T22:31:51.000Z,-15.861,167.092,30,7.6
1965-08-13T12:40:10.000Z,-15.871,166.96,25,7.4
1965-08-13T12:40:32.000Z,-16.198,167.607,35,7.2
1965-08-23T19:46:04.000Z,16.081,-95.867,25,7.4
1965-09-04T14:32:51.000Z,58.09,-152.525,27.8,7
1966-03-12T16:31:20.000Z,24.122,122.583,30,7.5
1966-06-15T00:59:50.000Z,-10.318,161.006,45,7.1
1966-06-22T20:29:07.000Z,-7.24,124.583,531.8,7
1966-10-17T21:42:00.000Z,-10.665,-78.228,40,8.1
1966-10-19T08:01:34.000Z,-1.571,-15.611,15,7
1966-12-28T08:18:07.000Z,-25.494,-70.55,25,7.7
1966-12-31T18:23:09.000Z,-12.091,166.552,55,7.8
1966-12-31T22:15:19.000Z,-12.326,166.491,35,7.1
1967-01-05T00:14:41.000Z,48.168,103.036,13.2,7
1967-02-09T15:24:49.000Z,2.849,-74.798,55,7
1967-02-13T23:14:24.000Z,52.812,-34.14,10,7
1967-02-15T16:11:12.000Z,-9.163,-71.274,600.4,7
1967-07-22T16:57:00.000Z,40.751,30.8,30,7.4
1967-09-03T21:07:29.000Z,-10.656,-79.674,15,7
1967-09-20T09:39:16.000Z,-49.736,164.009,20,7
1967-10-09T17:21:49.000Z,-21.182,-179.186,636.8,7.2
1967-10-15T08:00:52.000Z,11.925,-85.872,160.4,7.1
1967-12-21T02:25:26.000Z,-21.865,-69.939,45,7.3
1967-12-25T01:23:32.000Z,-5.208,153.742,35,7.2
1968-01-29T10:19:07.000Z,43.566,146.741,36.9,7.4
1968-02-12T05:44:45.000Z,-5.42,153.368,30,7.3
1968-02-19T22:45:45.000Z,39.368,24.957,15,7.2
1968-02-26T10:50:19.000Z,22.733,121.368,25,7.1
1968-04-01T00:42:07.000Z,32.449,132.269,34.2,7.5
1968-05-16T00:49:02.000Z,40.86,143.435,29.9,8.2
1968-05-16T10:39:02.000Z,41.43,142.864,25,7.9
1968-05-20T07:13:09.000Z,-30.799,-178.11,55,7
1968-05-20T21:09:46.000Z,44.822,150.219,28.3,7
1968-05-23T17:24:18.000Z,-41.659,172.02,20,7.2
1968-05-28T13:27:19.000Z,-2.85,139.353,45,7.5
1968-06-12T13:41:53.000Z,39.503,143.07,32.1,7
1968-07-25T07:23:07.000Z,-30.725,-178.217,45,7.3
1968-08-01T20:19:22.000Z,16.316,122.067,25,7.6
1968-08-02T14:06:43.000Z,16.519,-97.739,25,7.3
1968-08-10T02:07:06.000Z,1.514,126.234,23,7.6
1968-08-14T22:14:23.000Z,0.157,119.802,20,7.2
1968-08-18T18:38:32.000Z,-10.188,159.914,543.1,7.3
1968-08-31T10:47:43.000Z,34.158,59.083,10,7.1
1968-09-26T18:02:54.000Z,-30.62,-177.914,50,7.1
1968-10-07T19:20:20.000Z,26.358,140.635,500,7.3
1968-10-23T21:04:44.000Z,-3.33,143.286,15,7
1969-01-05T13:26:43.000Z,-7.97,158.888,60,7
1969-01-19T07:02:09.000Z,44.985,143.238,244.7,7
1969-01-19T18:50:53.000Z,-14.849,167.345,112.9,7.1
1969-01-30T10:29:41.000Z,4.569,127.306,60,7.6
1969-02-10T22:58:06.000Z,-22.797,178.82,660,7.2
1969-02-11T22:16:13.000Z,-6.784,126.581,430.5,7.2
1969-02-23T00:36:58.000Z,-3.201,118.904,15,7
1969-02-28T02:40:32.000Z,36.033,-10.613,10,7.8
1969-04-21T07:19:28.000Z,32.15,131.938,38.6,7
1969-08-11T21:27:35.000Z,43.424,147.859,30,8.2
1969-08-14T14:19:04.000Z,43.313,147.647,27.5,7.1
1969-11-21T02:05:38.000Z,2.005,94.489,25,7.6
1969-11-22T23:09:40.000Z,57.65,163.554,35,7.4
1969-12-25T21:32:31.000Z,15.648,-59.694,20,7.2
1970-01-04T17:00:41.000Z,24.185,102.543,11.3,7.1
1970-01-10T12:07:07.000Z,6.785,126.682,40,7.2
1970-02-28T10:52:33.000Z,52.487,-174.915,164.1,7.1
1970-04-07T05:34:06.000Z,15.791,121.63,25,7.4
1970-04-29T14:01:35.000Z,14.52,-92.653,35,7.3
1970-05-27T12:05:07.000Z,27.236,140.23,390,7.1
1970-05-31T20:23:29.000Z,-9.183,-78.737,45,7.9
1970-06-11T16:46:34.000Z,-59.232,158.902,15,7.3
1970-06-14T00:00:11.000Z,-52.028,-74.07,15,7
1970-06-15T11:14:51.000Z,-54.476,-64.499,10,7.2
1970-06-24T13:09:13.000Z,51.692,-131.055,18.3,7.4
1970-07-25T22:41:14.000Z,32.053,131.782,45,7
1970-07-29T10:16:22.000Z,25.977,95.34,76.1,7
1970-07-31T17:08:05.000Z,-1.597,-72.532,644.8,8
1970-08-30T17:46:10.000Z,52.301,151.613,647.6,7.3
1970-12-02T15:54:22.000Z,-11.154,163.377,30,7
1970-12-10T04:34:41.000Z,-4.026,-80.542,25,7.2
1971-01-03T17:35:41.000Z,-55.918,-2.668,15,7.1
1971-01-10T07:17:05.000Z,-3.184,139.722,30,7.7
1971-02-04T15:33:29.000Z,0.653,98.711,30,7
1971-02-07T02:29:30.000Z,51.409,-176.974,28.9,7
1971-02-08T21:04:20.000Z,-63.398,-61.377,12.5,7
1971-05-02T06:08:27.000Z,51.396,-177.318,24.2,7
1971-05-18T22:44:43.000Z,63.952,145.965,10,7
1971-07-09T03:03:20.000Z,-32.601,-71.076,60.3,7.8
1971-07-14T06:11:30.000Z,-5.524,153.85,40,8
1971-07-19T00:14:46.000Z,-5.754,153.868,35,7
1971-07-26T01:23:22.000Z,-4.817,153.172,40,8.1
1971-07-27T02:02:49.000Z,-2.839,-77.322,120,7.4
1971-08-02T07:24:58.000Z,41.415,143.416,54.8,7.1
1971-09-05T18:35:30.000Z,46.505,141.199,18.1,7.3
1971-11-21T05:57:12.000Z,-11.857,166.557,113.1,7.1
1971-11-24T19:35:33.000Z,52.803,159.199,125,7.3
1971-12-15T08:29:57.000Z,55.959,163.269,27.5,7.6
1972-01-23T21:17:54.000Z,-13.248,166.407,35,7
1972-01-25T02:06:24.000Z,22.632,122.269,25,7.3
1972-01-25T03:41:24.000Z,23.107,121.974,25,7.1
1972-02-14T23:29:53.000Z,-11.481,166.339,101.8,7.4
1972-02-29T09:23:01.000Z,33.453,140.929,59.8,7.2
1972-03-30T05:34:53.000Z,-25.758,179.665,495.8,7.2
1972-04-24T09:57:21.000Z,23.564,121.539,22.2,7
1972-04-25T19:30:07.000Z,13.402,120.275,25,7.5
1972-04-28T23:32:11.000Z,-5.154,154.191,409.9,7.2
1972-05-22T20:45:57.000Z,-17.76,-175.066,222.1,7.1
1972-06-11T16:41:04.000Z,3.752,124.221,330.8,7.7
1972-07-30T21:45:17.000Z,56.724,-135.853,25,7.6
1972-08-17T23:44:09.000Z,-6.05,152.932,20,7.5
1972-11-02T19:55:22.000Z,-20.122,168.949,20,7
1972-12-02T00:19:52.000Z,6.405,126.64,60,8
1972-12-04T10:16:12.000Z,33.362,140.827,55,7.4
1973-01-30T21:01:12.500Z,18.481,-102.996,43,7.5
1973-02-06T10:37:10.100Z,31.398,100.581,33,7.4
1973-02-28T06:37:49.500Z,50.486,156.584,27,7.2
1973-03-17T08:30:51.800Z,13.372,122.787,33,7
1973-06-17T03:55:02.900Z,43.233,145.785,48,7.7
1973-06-24T02:43:25.500Z,43.318,146.442,50,7.1
1973-10-06T15:07:37.300Z,-60.823,-21.549,33,7
1973-12-28T13:41:45.800Z,-14.464,166.601,26,7.5
1973-12-29T00:19:31.100Z,-15.117,166.896,47,7.2
1974-01-10T08:51:13.300Z,-14.434,166.863,34,7.2
1974-01-31T23:30:05.300Z,-7.461,155.894,34,7
1974-02-01T03:12:33.100Z,-7.383,155.575,40,7.1
1974-07-02T23:26:26.600Z,-29.082,-175.954,33,7.2
1974-07-13T01:18:22.800Z,7.747,-77.688,12,7.3
1974-08-11T01:13:55.500Z,39.457,73.83,9,7.3
1974-08-18T10:44:12.800Z,-38.453,-73.431,36,7.1
1974-10-03T14:21:29.100Z,-12.265,-77.795,13,7.6
1974-10-08T09:50:58.100Z,17.3,-62,47,7.5
1974-10-23T06:14:54.000Z,-8.42,154.034,48,7.2
1974-11-09T12:59:49.800Z,-12.5,-77.786,6,7.2
1975-02-02T08:43:39.100Z,53.113,173.497,10,7.6
1975-02-04T11:36:07.500Z,40.641,122.58,33,7
1975-05-10T14:27:38.700Z,-38.183,-73.232,6,7.7
1975-05-26T09:11:51.500Z,35.997,-17.649,33,7.9
1975-06-10T13:47:14.500Z,43.024,147.734,15,7
1975-07-20T14:37:39.900Z,-6.59,155.054,49,7.9
1975-07-20T19:54:27.700Z,-7.104,155.152,44,7.7
1975-10-01T03:29:58.900Z,-4.882,102.198,33,7
1975-10-06T22:24:16.200Z,-12.519,166.499,54,7
1975-10-11T14:35:15.000Z,-24.894,-175.119,9,7.8
1975-10-31T08:28:02.600Z,12.54,125.993,50,7.2
1975-11-29T14:47:40.400Z,19.334,-155.024,5,7.1
1975-12-26T15:56:38.700Z,-16.264,-172.467,33,7.8
1976-01-14T16:47:33.500Z,-28.427,-177.657,33,8
1976-01-21T10:05:24.100Z,44.915,149.123,41,7
1976-02-04T09:01:43.400Z,15.324,-89.101,5,7.5
1976-04-08T02:40:27.000Z,40.311,63.773,33,7
1976-05-17T02:58:40.600Z,40.381,63.472,10,7
1976-05-29T14:00:18.500Z,24.531,98.71,10,7
1976-06-20T20:53:13.400Z,3.397,96.318,33,7
1976-06-25T19:18:56.900Z,-4.603,140.091,33,7.1
1976-07-11T20:41:47.500Z,7.409,-78.127,3,7
1976-07-27T19:42:54.600Z,39.57,117.978,23,7.5
1976-07-28T10:45:35.200Z,39.664,118.401,26,7.4
1976-08-16T16:11:07.300Z,6.262,124.023,33,7.9
1976-10-29T02:51:07.600Z,-4.517,139.918,33,7.1
1976-11-24T12:22:18.800Z,39.121,44.029,36,7.3
1977-03-18T21:43:52.400Z,16.773,122.327,37,7
1977-04-02T07:15:22.700Z,-16.696,-172.095,33,7.6
1977-04-20T23:42:50.500Z,-9.89,160.348,19,7.5
1977-04-20T23:49:13.100Z,-9.844,160.822,33,7.5
1977-04-21T04:24:09.600Z,-9.965,160.731,33,7.5
1977-07-29T11:15:45.300Z,-8.031,155.538,33,7.2
1977-08-19T06:08:55.200Z,-11.085,118.464,33,7.9
1977-08-26T19:50:01.400Z,-59.426,-20.508,33,7.1
1977-10-10T11:53:53.600Z,-25.856,-175.406,33,7.2
1977-11-23T09:26:24.700Z,-31.028,-67.767,13,7.4
1978-02-09T21:35:12.700Z,-30.683,-177.358,33,7.2
1978-03-23T03:15:20.300Z,44.932,148.439,33,7.5
1978-03-24T19:47:50.700Z,44.244,148.862,33,7.6
1978-03-24T21:05:48.200Z,42.839,78.606,33,7.1
1978-06-12T08:14:26.400Z,38.19,142.028,44,7.7
1978-06-17T15:11:33.500Z,-17.098,-172.264,33,7
1978-07-23T14:42:36.900Z,22.282,121.512,17,7.4
1978-08-23T00:38:32.200Z,10.204,-85.222,56,7
1978-09-16T15:35:56.600Z,33.386,57.434,33,7.4
1978-11-05T22:02:07.100Z,-11.132,162.136,33,7.1
1978-11-29T19:52:47.600Z,16.01,-96.591,18,7.7
1978-12-23T11:23:12.000Z,23.247,122.075,33,7
1979-02-28T21:27:06.100Z,60.642,-141.593,15,7.1
1979-03-14T11:07:16.300Z,17.813,-101.276,49,7.6
1979-08-26T14:31:22.100Z,19.066,122.096,15,7.1
1979-09-12T05:17:51.400Z,-1.679,136.04,5,7.9
1979-10-12T10:25:22.300Z,-46.675,165.707,33,7.4
1979-10-23T09:51:06.700Z,-10.615,161.284,22,7.1
1979-11-27T17:10:00.000Z,34.059,59.757,8,7
1979-11-27T17:10:32.900Z,33.962,59.726,10,7.1
1979-12-12T07:59:03.300Z,1.598,-79.358,24,7.7
1980-02-23T05:51:03.200Z,43.53,146.753,44,7
1980-07-08T23:19:19.800Z,-12.41,166.381,33,7.5
1980-07-17T19:42:23.200Z,-12.525,165.916,33,7.9
1980-10-10T12:25:23.500Z,36.195,1.354,10,7.3
1980-10-25T11:00:05.100Z,-21.89,169.853,33,7.2
1980-11-08T10:27:34.000Z,41.117,-124.253,19,7.2
1981-01-30T08:52:44.100Z,51.744,176.274,33,7
1981-05-25T05:25:14.460Z,-48.786,164.357,33,7.6
1981-07-06T03:08:24.180Z,-22.293,171.742,33,7
1981-07-15T07:59:08.470Z,-17.26,167.601,30,7
1981-07-28T17:22:24.620Z,30.013,57.794,33,7.1
1981-09-01T09:29:31.540Z,-14.96,-173.085,25,7.7
1981-10-16T03:25:42.220Z,-33.134,-73.074,33,7.2
1981-10-25T03:22:15.570Z,18.048,-102.084,33,7.3
1981-12-19T14:10:50.720Z,39.243,25.227,10,7.2
1981-12-26T17:05:32.520Z,-29.934,-177.741,33,7.1
1982-01-11T06:10:06.490Z,13.752,124.358,45.7,7.1
1982-06-07T10:59:40.160Z,16.558,-98.358,33.8,7
1982-07-04T01:20:06.800Z,27.929,136.967,536,7.1
1982-07-07T10:43:03.740Z,-51.225,160.513,10,7
1982-07-23T14:23:53.570Z,36.194,141.702,36.6,7.1
1982-08-05T20:32:52.950Z,-12.597,165.931,30.7,7
1982-12-19T17:43:54.850Z,-24.133,-175.864,33,7.2
1983-01-17T12:41:29.700Z,38.026,20.228,14.3,7
1983-01-26T16:02:21.350Z,-30.383,-179.339,238,7
1983-03-18T09:05:50.000Z,-4.883,153.581,88.8,7.6
1983-04-03T02:50:01.180Z,8.717,-83.123,37,7.1
1983-04-12T12:07:54.520Z,-4.843,-78.103,104.2,7
1983-04-18T10:58:51.260Z,27.793,62.054,64,7
1983-05-26T02:59:59.600Z,40.462,139.102,23.7,7.4
1983-08-17T10:55:54.130Z,55.867,161.287,62.6,7.1
1983-10-04T18:52:13.300Z,-26.535,-70.563,14.8,7.4
1983-10-22T04:21:35.010Z,-60.665,-25.451,24,7.2
1983-11-24T05:30:34.230Z,-7.481,128.168,178.5,7.3
1983-11-30T17:46:00.670Z,-6.852,72.11,10,7.3
1983-12-02T03:09:05.660Z,14.066,-91.924,67.1,7
1983-12-30T23:52:39.930Z,36.372,70.738,214.5,7.4
1984-01-01T09:03:38.850Z,33.683,136.894,368.1,7.2
1984-01-08T15:24:13.560Z,-2.823,118.806,33,7
1984-02-07T21:33:21.490Z,-10.012,160.469,18.1,7.6
1984-03-05T03:33:50.990Z,8.147,123.762,649.1,7.3
1984-03-06T02:17:21.260Z,29.384,138.935,457.4,7.4
1984-03-19T20:28:38.240Z,40.32,63.35,14.5,7
1984-03-24T09:44:02.600Z,44.117,148.192,44.4,7.2
1984-05-30T07:49:43.660Z,-4.843,151.577,174.4,7.1
1984-08-06T12:01:52.400Z,-0.086,122.517,242.3,7.4
1984-10-15T10:21:07.500Z,-15.86,-173.643,128.4,7.2
1984-11-01T04:48:50.270Z,8.185,-38.794,10,7.1
1984-11-15T02:46:19.880Z,-22.022,170.95,104.7,7.1
1984-11-17T06:49:30.020Z,0.197,98.027,33,7.1
1984-11-20T08:15:16.230Z,5.167,125.124,202.2,7.5
1985-03-03T22:47:07.280Z,-33.135,-71.871,33,8
1985-03-03T22:47:26.910Z,-33.12,-71.62,40,7.45
1985-03-04T00:32:21.870Z,-33.207,-71.663,33,7.4
1985-04-09T01:56:59.480Z,-34.131,-71.618,37.8,7.2
1985-04-13T03:00:06.780Z,1.622,126.411,50.7,7
1985-04-23T16:15:12.020Z,15.344,120.61,188.4,7
1985-05-10T15:35:50.590Z,-5.599,151.045,26.7,7.2
1985-07-03T04:36:51.730Z,-4.439,152.828,33,7.3
1985-07-29T07:54:44.070Z,36.19,70.896,98.7,7.4
1985-08-23T12:41:56.160Z,39.431,75.224,6.8,7
1985-09-19T13:17:47.350Z,18.19,-102.533,27.9,8
1985-09-21T01:37:13.470Z,17.802,-101.647,30.8,7.6
1985-11-17T09:40:21.290Z,-1.639,134.911,10,7.1
1985-11-28T02:25:42.340Z,-14.043,166.24,33,7
1985-11-28T03:49:54.150Z,-13.987,166.185,33,7
1985-12-21T01:13:22.410Z,-13.966,166.516,43,7.1
1986-01-15T20:17:42.710Z,-21.277,170.102,150,7.1
1986-04-30T07:07:18.120Z,18.404,-102.973,26.5,7
1986-05-07T22:47:10.870Z,51.52,-174.776,33,8
1986-05-26T19:06:15.990Z,-20.19,178.86,538.3,7.1
1986-06-16T10:48:25.780Z,-22.037,-178.925,547,7.1
1986-06-24T03:11:30.930Z,-4.448,143.943,102.3,7.2
1986-08-14T19:39:13.670Z,1.795,126.519,33,7.5
1986-08-30T21:28:35.450Z,45.547,26.316,132.3,7.2
1986-10-20T06:46:09.980Z,-28.117,-176.367,29.1,7.7
1986-10-30T01:28:54.590Z,-21.702,-176.616,188.1,7.2
1986-11-14T21:20:10.550Z,23.901,121.574,33.8,7.4
1987-01-30T22:29:42.090Z,-60.063,-26.916,47.6,7
1987-02-08T18:33:58.390Z,-6.088,147.689,54.9,7.4
1987-03-05T09:17:05.280Z,-24.388,-70.161,62.3,7.6
1987-03-05T10:55:12.350Z,-24.495,-70.701,34.8,7
1987-03-06T04:10:41.960Z,0.151,-77.821,10,7.2
1987-04-01T01:48:08.520Z,-22.767,-66.205,248.7,7
1987-06-17T01:32:53.720Z,-5.577,130.791,67.3,7.1
1987-08-08T15:48:56.750Z,-19.022,-69.991,69.7,7.2
1987-09-03T06:40:13.910Z,-58.893,158.513,33,7.4
1987-10-06T04:19:06.080Z,-17.94,-172.225,16,7.3
1987-10-12T13:57:04.790Z,-7.288,154.371,24.7,7
1987-10-16T20:48:01.640Z,-6.266,149.06,47.8,7.4
1987-11-30T19:23:19.590Z,58.679,-142.786,10,7.9
1988-01-19T07:30:31.860Z,-24.71,-70.568,33,7
1988-02-05T14:01:02.750Z,-24.753,-70.433,36.9,7.2
1988-02-24T03:52:03.290Z,13.477,124.616,24.9,7.3
1988-03-06T22:35:38.140Z,56.953,-143.032,10,7.8
1988-04-12T23:19:55.570Z,-17.192,-72.305,33.1,7.1
1988-07-23T15:17:08.180Z,-6.526,152.779,16.6,7
1988-07-25T06:46:06.690Z,-6.081,133.667,27.7,7
1988-08-06T00:36:24.650Z,25.149,95.127,90.5,7.3
1988-08-10T04:38:26.170Z,-10.366,160.819,34,7.6
1988-10-08T04:46:24.530Z,-18.771,-172.415,35.2,7.1
1988-11-06T13:03:19.340Z,22.789,99.611,17.8,7.7
1989-02-10T11:15:24.680Z,2.305,126.76,44,7.1
1989-05-05T18:28:39.450Z,-8.281,-71.381,593.4,7.1
1989-05-14T00:59:50.450Z,-30.523,-178.414,43.8,7
1989-05-23T10:54:46.320Z,-52.341,160.568,10,8.2
1989-09-04T13:14:58.250Z,55.543,-156.835,11.4,7.1
1989-10-18T00:04:15.240Z,37.036,-121.883,18.5,7.2
